"id","date","groupa_spent","groupa_conversions","groupb_spent","groupb_conversions"
"1029973","2023-01-25","0","0","72.43","1"
"1030059","2023-01-25","26.68","1","0","0"
"1030201","2023-01-25","0","0","315.79999999999995","1"
"1030220","2023-01-25","63.14","1","0","0"
"1030245","2023-01-25","202.8","1","0","0"
"1030250","2023-01-25","18.47","1","0","0"
"1030278","2023-01-25","0","0","20.26","1"
"1030282","2023-01-25","13.36","1","0","0"
"1030319","2023-01-25","0","0","148","1"
"1030359","2023-01-25","0","0","91.09","1"
"1030458","2023-01-25","0","0","40.97","1"
"1030499","2023-01-25","0","0","80.37","1"
"1030623","2023-01-25","27.18","1","0","0"
"1030647","2023-01-25","0","0","97.33","1"
"1030673","2023-01-25","72.91","1","0","0"
"1030815","2023-01-25","0","0","116.19","1"
"1030836","2023-01-25","126.3","1","0","0"
"1030941","2023-01-25","0","0","69.61","1"
"1030971","2023-01-25","75.59","1","0","0"
"1031239","2023-01-25","0","0","109.53","1"
"1031277","2023-01-25","0","0","26.03","1"
"1031305","2023-01-25","0","0","67.24","1"
"1031504","2023-01-25","35.47","1","0","0"
"1031570","2023-01-25","0","0","23.55","1"
"1031672","2023-01-25","14.43","1","0","0"
"1031763","2023-01-25","105.7","1","0","0"
"1031815","2023-01-25","0","0","22.12","1"
"1031855","2023-01-25","0","0","26.2","1"
"1031917","2023-01-25","0","0","67.72","1"
"1032065","2023-01-25","82.91","1","0","0"
"1032083","2023-01-25","93.91","1","0","0"
"1032466","2023-01-25","128.1","1","0","0"
"1032588","2023-01-25","0","0","106.32","1"
"1032615","2023-01-25","56.9","1","0","0"
"1032725","2023-01-25","0","0","32.73","1"
"1033211","2023-01-25","0","0","69.87","1"
"1033250","2023-01-25","168.85","1","0","0"
"1033298","2023-01-25","0","0","13.93","1"
"1033328","2023-01-25","80.88","1","0","0"
"1033394","2023-01-25","0","0","58.7","1"
"1033604","2023-01-25","84.91","1","0","0"
"1033831","2023-01-25","0","0","83.88","1"
"1033857","2023-01-25","0","0","84.03","1"
"1033863","2023-01-25","23.31","1","0","0"
"1033989","2023-01-25","34.54","1","0","0"
"1034133","2023-01-25","0","0","66.6","1"
"1034225","2023-01-25","0","0","58.53","1"
"1034338","2023-01-25","0","0","47.42","1"
"1034818","2023-01-25","0","0","28.34","1"
"1034831","2023-01-25","0","0","121.52","1"
"1034844","2023-01-25","28.52","1","0","0"
"1034993","2023-01-25","49.63","1","0","0"
"1035052","2023-01-25","0","0","248.97","1"
"1035073","2023-01-25","0","0","188.31","1"
"1035115","2023-01-25","0","0","1.44","1"
"1035145","2023-01-25","0","0","47.23","1"
"1035407","2023-01-25","0","0","139.24","1"
"1035892","2023-01-25","0","0","40.69","1"
"1035916","2023-01-25","0","0","49.41","1"
"1035953","2023-01-25","0","0","104.7","1"
"1036126","2023-01-25","75.31","1","0","0"
"1036427","2023-01-25","0","0","93.88","1"
"1036447","2023-01-25","0","0","3.78","1"
"1036568","2023-01-25","0","0","41.58","1"
"1036693","2023-01-25","0","0","88.96","1"
"1036737","2023-01-25","47.33","1","0","0"
"1036805","2023-01-25","62.09","1","0","0"
"1037220","2023-01-25","65.92","1","0","0"
"1037419","2023-01-25","0","0","36.43","1"
"1037474","2023-01-25","0","0","67.24","1"
"1037587","2023-01-25","0","0","56.02","1"
"1037691","2023-01-25","0","0","154.34","1"
"1037863","2023-01-25","0","0","80.82","1"
"1037896","2023-01-25","57.62","1","0","0"
"1038005","2023-01-25","0","0","59.91","1"
"1038018","2023-01-25","0","0","34.38","1"
"1038025","2023-01-25","11.93","1","0","0"
"1038039","2023-01-25","0","0","36.47","1"
"1038336","2023-01-25","0","0","77.63","1"
"1038439","2023-01-25","200.89","1","0","0"
"1038579","2023-01-25","0","0","23.9","1"
"1038588","2023-01-25","13.15","1","0","0"
"1038651","2023-01-25","0","0","46.06","1"
"1038750","2023-01-25","0","0","45.49","1"
"1038805","2023-01-25","0","0","22.15","1"
"1039317","2023-01-25","24.93","1","0","0"
"1039543","2023-01-25","0","0","105.55","1"
"1039816","2023-01-25","111.66","1","0","0"
"1039936","2023-01-25","0","0","95.47","1"
"1040039","2023-01-25","30.53","1","0","0"
"1040267","2023-01-25","74.24","1","0","0"
"1040677","2023-01-25","84.44","1","0","0"
"1041343","2023-01-25","0","0","228.2","1"
"1041500","2023-01-25","78.86","1","0","0"
"1041807","2023-01-25","0","0","18.57","1"
"1042092","2023-01-25","63.27","1","0","0"
"1042672","2023-01-25","18.1","1","0","0"
"1042775","2023-01-25","45.57","1","0","0"
"1042836","2023-01-25","0","0","22.26","1"
"1042884","2023-01-25","86.65","1","0","0"
"1042936","2023-01-25","151.75","1","0","0"
"1042953","2023-01-25","27.34","1","0","0"
"1042972","2023-01-25","14.6","1","0","0"
"1043070","2023-01-25","89.09","1","0","0"
"1043407","2023-01-25","0","0","151.43","1"
"1043648","2023-01-25","82.57","1","0","0"
"1043922","2023-01-25","54.91","1","0","0"
"1043975","2023-01-25","54.15","1","0","0"
"1044101","2023-01-25","229.02","1","0","0"
"1044387","2023-01-25","0","0","31.99","1"
"1044398","2023-01-25","62.94","1","0","0"
"1044458","2023-01-25","0","0","95.93","1"
"1044463","2023-01-25","27.64","1","0","0"
"1044718","2023-01-25","21.79","1","0","0"
"1044737","2023-01-25","0","0","16.38","1"
"1044901","2023-01-25","64.63","1","0","0"
"1044917","2023-01-25","0","0","31.05","1"
"1045027","2023-01-25","90.4","1","0","0"
"1045058","2023-01-25","0","0","146.78","1"
"1045456","2023-01-25","0","0","93.16","1"
"1045538","2023-01-25","129.67","1","0","0"
"1045561","2023-01-25","40.74","1","0","0"
"1045583","2023-01-25","105.74","1","0","0"
"1045677","2023-01-25","0","0","62.51","1"
"1045788","2023-01-25","10.9","1","0","0"
"1045841","2023-01-25","39.64","1","0","0"
"1045871","2023-01-25","0","0","18.39","1"
"1045978","2023-01-25","0","0","94.39","1"
"1046059","2023-01-25","0","0","63.27","1"
"1046359","2023-01-25","78.41","1","0","0"
"1046717","2023-01-25","0","0","28.11","1"
"1046774","2023-01-25","0","0","67.49","1"
"1046994","2023-01-25","0","0","55.73","1"
"1047051","2023-01-25","0","0","28.27","1"
"1047062","2023-01-25","0","0","60.4","1"
"1047193","2023-01-25","0","0","60.44","1"
"1047241","2023-01-25","99.13","1","0","0"
"1047263","2023-01-25","0","0","34.96","1"
"1047303","2023-01-25","25.99","1","0","0"
"1047512","2023-01-25","97.59","1","0","0"
"1047514","2023-01-25","34.37","1","0","0"
"1047532","2023-01-25","0","0","37.7","1"
"1047570","2023-01-25","0","0","115.09","1"
"1047780","2023-01-25","89.07","1","0","0"
"1047911","2023-01-25","0","0","53.7","1"
"1048037","2023-01-25","0","0","53.27","1"
"1048100","2023-01-25","64.93","1","0","0"
"1048156","2023-01-25","55.24","1","0","0"
"1048373","2023-01-25","83.52","1","0","0"
"1048538","2023-01-25","72.18","1","0","0"
"1048557","2023-01-25","34.45","1","0","0"
"1048742","2023-01-25","0","0","54.67","1"
"1048808","2023-01-25","0","0","93.44","1"
"1048857","2023-01-25","109.67","1","0","0"
"1049010","2023-01-25","44.68","1","0","0"
"1049062","2023-01-25","33.65","1","0","0"
"1049091","2023-01-25","0","0","73.79","1"
"1049315","2023-01-25","0","0","96.08","1"
"1049659","2023-01-25","447.59999999999997","1","0","0"
"1049729","2023-01-25","0","0","122.73","1"
"1049894","2023-01-25","34.05","1","0","0"
"1049927","2023-01-25","52.03","1","0","0"
"1000123","2023-01-26","0","0","100.74","1"
"1000200","2023-01-26","166.32","1","0","0"
"1000883","2023-01-26","65.1","1","0","0"
"1000908","2023-01-26","0","0","78.7","1"
"1001493","2023-01-26","0","0","16.78","1"
"1001591","2023-01-26","76.73","1","0","0"
"1001656","2023-01-26","0","0","42.08","1"
"1001728","2023-01-26","0","0","107.63","1"
"1001934","2023-01-26","105.29","1","0","0"
"1001946","2023-01-26","115.92","1","0","0"
"1002056","2023-01-26","55.48","1","0","0"
"1002070","2023-01-26","49.39","1","0","0"
"1002263","2023-01-26","0","0","54.28","1"
"1002348","2023-01-26","26.69","1","0","0"
"1002553","2023-01-26","37.13","1","0","0"
"1002727","2023-01-26","0","0","31.59","1"
"1002751","2023-01-26","0","0","111.81","1"
"1002794","2023-01-26","0","0","17.17","1"
"1003061","2023-01-26","0","0","135.31","1"
"1003153","2023-01-26","0","0","79.76","1"
"1003221","2023-01-26","0","0","73.97","1"
"1003280","2023-01-26","8.33","1","0","0"
"1003488","2023-01-26","255.66","1","0","0"
"1003569","2023-01-26","0","0","41.89","1"
"1003616","2023-01-26","0","0","84.2","1"
"1003699","2023-01-26","0","0","7.54","1"
"1003823","2023-01-26","40.21","1","0","0"
"1003875","2023-01-26","0","0","233.25","1"
"1004076","2023-01-26","64.31","1","0","0"
"1004133","2023-01-26","0","0","190.37","1"
"1004201","2023-01-26","74.15","1","0","0"
"1004241","2023-01-26","95.01","1","0","0"
"1004270","2023-01-26","0","0","19.94","1"
"1004444","2023-01-26","0","0","52.6","1"
"1004782","2023-01-26","145.6","1","0","0"
"1005294","2023-01-26","46.14","1","0","0"
"1005381","2023-01-26","0","0","17.35","1"
"1005742","2023-01-26","52.04","1","0","0"
"1005885","2023-01-26","0","0","176.76","1"
"1005999","2023-01-26","0","0","44.29","1"
"1006191","2023-01-26","0","0","29.97","1"
"1006290","2023-01-26","0","0","215.99","1"
"1006365","2023-01-26","33.83","1","0","0"
"1006595","2023-01-26","0","0","19.1","1"
"1006671","2023-01-26","45.1","1","0","0"
"1006811","2023-01-26","42.42","1","0","0"
"1007218","2023-01-26","0","0","65.8","1"
"1007403","2023-01-26","0","0","96.62","1"
"1007502","2023-01-26","156.73","1","0","0"
"1007566","2023-01-26","0","0","41.8","1"
"1007779","2023-01-26","26.13","1","0","0"
"1008073","2023-01-26","0","0","34.25","1"
"1008119","2023-01-26","59.01","1","0","0"
"1008155","2023-01-26","15.8","1","0","0"
"1008392","2023-01-26","0","0","135.5","1"
"1008723","2023-01-26","0","0","141.28","1"
"1008885","2023-01-26","0","0","152.41","1"
"1009065","2023-01-26","102.57","1","0","0"
"1009476","2023-01-26","101.56","1","0","0"
"1009512","2023-01-26","0","0","64.97","1"
"1009672","2023-01-26","0","0","101.1","1"
"1009818","2023-01-26","0","0","25.35","1"
"1010259","2023-01-26","84.43","1","0","0"
"1010292","2023-01-26","0","0","37.03","1"
"1010396","2023-01-26","143.86","1","0","0"
"1010454","2023-01-26","64.15","1","0","0"
"1010638","2023-01-26","0","0","14.69","1"
"1010840","2023-01-26","48.73","1","0","0"
"1010915","2023-01-26","0","0","91.49","1"
"1011070","2023-01-26","95.67","1","0","0"
"1011140","2023-01-26","291.9","1","0","0"
"1011461","2023-01-26","33.5","1","0","0"
"1011478","2023-01-26","91.1426969070455","1","0","0"
"1011605","2023-01-26","28.47","1","0","0"
"1011722","2023-01-26","49.37","1","0","0"
"1012303","2023-01-26","63.12","1","0","0"
"1012350","2023-01-26","82.37","1","0","0"
"1012689","2023-01-26","0","0","42.31","1"
"1012693","2023-01-26","130.81","1","0","0"
"1013108","2023-01-26","113.85","1","0","0"
"1013176","2023-01-26","162.87","1","0","0"
"1013188","2023-01-26","0","0","55.3","1"
"1013201","2023-01-26","66","1","0","0"
"1013398","2023-01-26","0","0","13.04","1"
"1013409","2023-01-26","0","0","51.16","1"
"1013416","2023-01-26","100.17","1","0","0"
"1013686","2023-01-26","0","0","99.87","1"
"1013878","2023-01-26","56.19","1","0","0"
"1014039","2023-01-26","0","0","88.66","1"
"1014234","2023-01-26","53.17","1","0","0"
"1014415","2023-01-26","0","0","34.26","1"
"1014436","2023-01-26","53.87","1","0","0"
"1014788","2023-01-26","70.16","1","0","0"
"1014804","2023-01-26","0","0","0.3403202784597714","1"
"1014953","2023-01-26","169.37","1","0","0"
"1015294","2023-01-26","101.47","1","0","0"
"1015612","2023-01-26","175","1","0","0"
"1015657","2023-01-26","0","0","66.13","1"
"1015711","2023-01-26","0","0","57.71","1"
"1015771","2023-01-26","47.25","1","0","0"
"1015794","2023-01-26","0","0","52.31","1"
"1016223","2023-01-26","682.3000000000001","1","0","0"
"1016281","2023-01-26","0","0","248.11","1"
"1016532","2023-01-26","0","0","111.43","1"
"1016879","2023-01-26","68.41","1","0","0"
"1016925","2023-01-26","0","0","67.46","1"
"1017390","2023-01-26","0","0","42.94","1"
"1017407","2023-01-26","46.23","1","0","0"
"1017467","2023-01-26","0","0","17.22","1"
"1017773","2023-01-26","0","0","51.83","1"
"1018309","2023-01-26","0","0","86.38","1"
"1018463","2023-01-26","0","0","43.39","1"
"1018502","2023-01-26","400.90000000000003","1","0","0"
"1018575","2023-01-26","0","0","121.37","1"
"1018799","2023-01-26","0","0","78.86","1"
"1019021","2023-01-26","0","0","44.68","1"
"1019343","2023-01-26","92.4","1","0","0"
"1019349","2023-01-26","0","0","65.57","1"
"1019665","2023-01-26","17.93","1","0","0"
"1019756","2023-01-26","0","0","144.98","1"
"1019871","2023-01-26","60","1","0","0"
"1020019","2023-01-26","106.58","1","0","0"
"1020052","2023-01-26","0","0","15.82","1"
"1020140","2023-01-26","35.22","1","0","0"
"1020316","2023-01-26","0","0","39.91","1"
"1021155","2023-01-26","0","0","18.3","1"
"1021171","2023-01-26","0","0","169.5","1"
"1021238","2023-01-26","0","0","13.42","1"
"1021288","2023-01-26","0","0","36.71","1"
"1021398","2023-01-26","0","0","56.16","1"
"1021419","2023-01-26","0","0","14.93","1"
"1021706","2023-01-26","0","0","84.55","1"
"1021823","2023-01-26","0","0","44.71","1"
"1022387","2023-01-26","0","0","28.38","1"
"1022519","2023-01-26","0","0","27.68","1"
"1022629","2023-01-26","0","0","63.68","1"
"1022698","2023-01-26","75.79","1","0","0"
"1022747","2023-01-26","0","0","86.27","1"
"1022815","2023-01-26","0","0","56.82","1"
"1022831","2023-01-26","85.55","1","0","0"
"1023067","2023-01-26","130.77","1","0","0"
"1023449","2023-01-26","105.21","1","0","0"
"1023513","2023-01-26","53.82","1","0","0"
"1023955","2023-01-26","56.01","1","0","0"
"1024005","2023-01-26","105.64","1","0","0"
"1024214","2023-01-26","36.44","1","0","0"
"1024287","2023-01-26","75.5","1","0","0"
"1024506","2023-01-26","29.55","1","0","0"
"1024676","2023-01-26","0","0","37.45","1"
"1024908","2023-01-26","0","0","75.19","1"
"1025044","2023-01-26","0","0","106.3","1"
"1025178","2023-01-26","31.41","1","0","0"
"1025481","2023-01-26","0","0","90.06","1"
"1025830","2023-01-26","33.76","1","0","0"
"1025834","2023-01-26","0","0","4.9284944442487175","1"
"1025974","2023-01-26","67.31","1","0","0"
"1026258","2023-01-26","76.06","1","0","0"
"1026343","2023-01-26","0","0","136.8","1"
"1026374","2023-01-26","129.68","1","0","0"
"1026459","2023-01-26","0","0","67.51","1"
"1026504","2023-01-26","5.44","1","0","0"
"1026505","2023-01-26","14.25","1","0","0"
"1026777","2023-01-26","0","0","48.52","1"
"1027240","2023-01-26","0","0","104.73","1"
"1027689","2023-01-26","31.23","1","0","0"
"1027698","2023-01-26","31","1","0","0"
"1027750","2023-01-26","0","0","57.49","1"
"1028134","2023-01-26","0","0","93.89","1"
"1028313","2023-01-26","126.6","1","0","0"
"1028457","2023-01-26","0","0","7.84","1"
"1028576","2023-01-26","94.36","1","0","0"
"1028610","2023-01-26","67.11","1","0","0"
"1028764","2023-01-26","0","0","126.94","1"
"1029041","2023-01-26","0","0","20.38","1"
"1029294","2023-01-26","0","0","36.13","1"
"1029326","2023-01-26","0","0","122.58","1"
"1029444","2023-01-26","0","0","35.18","1"
"1029810","2023-01-26","53.61","1","0","0"
"1030218","2023-01-26","0","0","46.13","1"
"1030317","2023-01-26","0","0","59.62","1"
"1030480","2023-01-26","0","0","21.42","1"
"1030735","2023-01-26","0","0","92.85","1"
"1030901","2023-01-26","0","0","20.67","1"
"1031273","2023-01-26","0","0","38.1","1"
"1031476","2023-01-26","0","0","46.13","1"
"1031544","2023-01-26","80.88","1","0","0"
"1031635","2023-01-26","0","0","30.77","1"
"1031649","2023-01-26","0","0","19.69","1"
"1031703","2023-01-26","54.44","1","0","0"
"1031756","2023-01-26","0","0","10.75","1"
"1031836","2023-01-26","0","0","9.14","1"
"1031928","2023-01-26","86.56","1","0","0"
"1032121","2023-01-26","0","0","65.94","1"
"1032382","2023-01-26","0","0","17.35","1"
"1032555","2023-01-26","180.32","1","0","0"
"1032608","2023-01-26","98.87","1","0","0"
"1032680","2023-01-26","58.79","1","0","0"
"1032843","2023-01-26","0","0","58.83","1"
"1032927","2023-01-26","62.82","1","0","0"
"1033052","2023-01-26","0","0","58.15","1"
"1033075","2023-01-26","29.2","1","0","0"
"1033247","2023-01-26","0","0","66.44","1"
"1033380","2023-01-26","0","0","26.1","1"
"1033442","2023-01-26","0","0","18.49","1"
"1033487","2023-01-26","0","0","87.36","1"
"1033518","2023-01-26","0","0","48.41","1"
"1033644","2023-01-26","41.3","1","0","0"
"1033728","2023-01-26","135.82","1","0","0"
"1033838","2023-01-26","0","0","46.12","1"
"1033981","2023-01-26","0","0","126.51","1"
"1034168","2023-01-26","0","0","70.46","1"
"1034599","2023-01-26","55.74","1","0","0"
"1034863","2023-01-26","49.17","1","0","0"
"1034993","2023-01-26","40.262501915247526","1","0","0"
"1035067","2023-01-26","0","0","86.64","1"
"1035089","2023-01-26","0","0","32.89","1"
"1035112","2023-01-26","0","0","26.95","1"
"1035383","2023-01-26","0","0","33.41","1"
"1035747","2023-01-26","0","0","44.67","1"
